datetime,human_urine,human_feces,animal_urine,animal_feces,household_grey_water
2025-01-01 00:00:00,"0,0408434650125122","0,0038074434796908","0,0001459689628754","0,0052154757981243","0,0019955099988015"
2025-01-01 01:00:00,"0,0453762521183317","0,0044101730645057","0,0001491064266854","0,0049867056858667","0,0023248402443123"
2025-01-01 02:00:00,"0,0495733938165365","0,0050134787965097","0,0001575276201496","0,0057909635918396","0,0025875953535433"
2025-01-01 03:00:00,"0,0532045058913669","0,005576839723569","0,0001688278297809","0,0063994482992962","0,0028180978914043"
2025-01-01 04:00:00,"0,055990372380085","0,0059760768491258","0,000171768718582","0,0065120850918759","0,0029693653358766"
2025-01-01 05:00:00,"0,0577445022538484","0,0062535783482731","0,0001772711272879","0,0067327728838375","0,0031035682447201"
2025-01-01 06:00:00,"0,058321029060351","0,0060966976832988","0,0001894287782395","0,007427751438061","0,0031338573517394"
2025-01-01 07:00:00,"0,0577469103844124","0,0061360205308707","0,0001950548217678","0,0073724698171638","0,0030839494146123"
2025-01-01 08:00:00,"0,055985265869488","0,0057015420398453","0,0002008550562204","0,0082467846394718","0,0029830264345729"
2025-01-01 09:00:00,"0,053202053070436","0,0053861903928498","0,0002052434709849","0,0079557418123408","0,0027968491499809"
2025-01-01 10:00:00,"0,0495791855284222","0,005033558035763","0,0001981574972072","0,0080093298041214","0,0025507240361016"
2025-01-01 11:00:00,"0,0453677844219401","0,0044390522224704","0,000226010816037","0,0082026651346435","0,002342601728641"
2025-01-01 12:00:00,"0,040824789863082","0,0035715149912841","0,0002121782272427","0,0085236693187733","0,0020241882583"
2025-01-01 13:00:00,"0,0363106056275648","0,0030255955529065","0,0002084343575127","0,0084098344566356","0,0017528679781938"
2025-01-01 14:00:00,"0,0320947589175063","0,0024758358745","0,000197056010287","0,0079700193303635","0,0014780522274328"
2025-01-01 15:00:00,"0,0284621064443282","0,001954347069219","0,0002032135492376","0,0083833853969052","0,0012583960612916"
2025-01-01 16:00:00,"0,0256619673754477","0,0014639037432482","0,0001984491431704","0,0080150052245746","0,0011191722869355"
2025-01-01 17:00:00,"0,0239248223569615","0,0013327049113639","0,0001959903538463","0,0078147456107115","0,0009520001411668"
2025-01-01 18:00:00,"0,0233273625819854","0,0013056796918881","0,0001991875377251","0,0072115384896027","0,0009556317901534"
2025-01-01 19:00:00,"0,0239176017514951","0,0013302318200887","0,0001808407629577","0,0066810173689866","0,00101121888785"
2025-01-01 20:00:00,"0,0256784542910861","0,0015240394142954","0,0001840155305589","0,0066858097468181","0,0010829310252314"
2025-01-01 21:00:00,"0,0284698495237115","0,0020899646332599","0,0001656379859797","0,006621081659286","0,0012745499977613"
2025-01-01 22:00:00,"0,0320774461563137","0,0027134796367992","0,0001530168465807","0,0057505963822003","0,0014976323537689"
2025-01-01 23:00:00,"0,036311145510623","0,0031188731918171","0,0001468856919649","0,0056164919094885","0,001753701870951"
2025-01-02 00:00:00,"0,0408459555249851","0,0036090925966977","0,0001456781078389","0,00506137559065","0,0020316067790768"
2025-01-02 01:00:00,"0,0453624982226917","0,0045210288689825","0,000156745764334","0,0053173511794693","0,0022774989536748"
2025-01-02 02:00:00,"0,0495932320624762","0,0051718443498267","0,0001651496729906","0,0057075318903348","0,0025813378715591"
2025-01-02 03:00:00,"0,0531983443327119","0,0054864664071795","0,0001709437621623","0,0065529975623369","0,0027750960090793"
2025-01-02 04:00:00,"0,0559838334881491","0,00586511827815","0,0001756304880495","0,0067422030275695","0,0029751260446858"
2025-01-02 05:00:00,"0,0577290093081588","0,0063299509329318","0,0001871260396334","0,0067504817365059","0,0030867174932459"
2025-01-02 06:00:00,"0,0583327549579031","0,0064012965479654","0,0001921265471426","0,0070946904600487","0,0031419852304914"
2025-01-02 07:00:00,"0,0577368513160699","0,0063654125671866","0,0002001727000592","0,0072842451921333","0,0030927973411436"
2025-01-02 08:00:00,"0,0559712429617913","0,0058148416826981","0,0001986901330186","0,0080335888390055","0,0029408523176495"
2025-01-02 09:00:00,"0,0532138625881165","0,0055299611109618","0,0001982013863963","0,0079596478756995","0,0027884562461356"
2025-01-02 10:00:00,"0,0495894891737097","0,0049662189231931","0,0002067396317562","0,0083237793889653","0,0026000187714304"
2025-01-02 11:00:00,"0,0453556298446736","0,0043348028429142","0,0002041823632867","0,0082838533332671","0,0023044044430813"
2025-01-02 12:00:00,"0,040829346648152","0,0038210819881398","0,0002064029647502","0,0083876133943956","0,002056093548458"
2025-01-02 13:00:00,"0,0363010856994128","0,0030389574031061","0,0002062323586693","0,0082190955628577","0,0017631016774258"
2025-01-02 14:00:00,"0,03209029901541","0,002445709058876","0,0002103330169605","0,0083735366293075","0,0015102462665015"
2025-01-02 15:00:00,"0,0284518118541323","0,0018727568425788","0,0002002396043115","0,008203360875642","0,0012651286808863"
2025-01-02 16:00:00,"0,0256822208508707","0,0015800054160357","0,0001961707208855","0,0077177639535981","0,0010913478654095"
2025-01-02 17:00:00,"0,0239347621355658","0,0012302564809517","0,0001890266954612","0,0073989381870956","0,0009458292924478"
2025-01-02 18:00:00,"0,0233247740919237","0,001088380557745","0,0001894351687168","0,007280002152855","0,0009709451747441"
