name,var_name,var_value,region,type,carrier,tech
biomass-excess,flow_in_bus,1005130.2266381598,,excess,biomass,
sun,flow_out_radiation,683415.061104224,,volatile,energy,sun
electricity-excess,flow_in_bus,104409.089412094,,excess,energy,
atmosphere,flow_out_bus,40341.616211968,,dispatchable,water,source
water-source,flow_out_bus,298720.96730771003,,dispatchable,water,source
atmosphere,invest_costs_out_bus,0.0,,dispatchable,water,source
water-source,invest_costs_out_bus,0.0,,dispatchable,water,source
atmosphere,invest_out_bus,959.3216,,dispatchable,water,source
water-source,invest_out_bus,190.22487,,dispatchable,water,source
water-excess,flow_in_harvest,0.0002803200000000001,,excess,water,
apv-system,flow_in_bus,298720.96730771003,,,,mimo
apv-system,flow_in_bus,40341.616211968,,,,mimo
apv-system,flow_in_radiation,683415.061028824,,,,mimo
apv-system,flow_out_bus,1005130.2266381598,,,,mimo
apv-system,flow_out_bus,104409.089412094,,,,mimo
apv-system,flow_out_harvest,0.0002803200000000001,,,,mimo
system,total_system_cost,0.0,,,,
